"Content ID","Category","Value"
"ed00f2a0-56a1-41f9-abad-bdcec9c0f610","public speaking","30"
"ed00f2a0-56a1-41f9-abad-bdcec9c0f610","public speaking","30"
"ed00f2a0-56a1-41f9-abad-bdcec9c0f610","","70"
"ed00f2a0-56a1-41f9-abad-bdcec9c0f610","public speaking","30"
"ed00f2a0-56a1-41f9-abad-bdcec9c0f610","public speaking",""
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","",""
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","50"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-15"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","0"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","65"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","75"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","75"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-5"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-12"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","65"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","35"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","0"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","30"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","65"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","35"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","0"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","20"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","","20"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-15"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","30"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","20"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","50"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-10"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","35"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-15"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","","-12"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","72"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","75"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-15"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-10"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-5"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","60"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","72"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","45"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","","70"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-12"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","75"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking","-12"
"b3562ae0-929b-46a5-8989-89e4ac3d1f7c","public speaking",""
"2e84726a-e69f-44e8-ac0f-c4a31516e342","",""
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","60"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","-5"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","72"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","0"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","-12"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","70"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","45"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","75"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs","45"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","","-12"
"2e84726a-e69f-44e8-ac0f-c4a31516e342","dogs",""
"dd5bd710-bb81-464e-a798-0291b385e883","",""
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","45"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","72"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","35"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","65"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","35"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-5"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-5"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","35"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","30"
"dd5bd710-bb81-464e-a798-0291b385e883","","45"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","60"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","45"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","70"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-10"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","50"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","70"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-10"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-15"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","20"
"dd5bd710-bb81-464e-a798-0291b385e883","","0"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-15"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","75"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","0"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","70"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","45"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","72"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","72"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","30"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","45"
"dd5bd710-bb81-464e-a798-0291b385e883","","-12"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","0"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","0"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","50"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","45"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","70"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","60"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating","-5"
"dd5bd710-bb81-464e-a798-0291b385e883","healthy eating",""
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","",""
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","60"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","35"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","0"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","60"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","72"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","20"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","70"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","75"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","20"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","","0"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","50"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","-15"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","-15"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","30"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","35"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","-10"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","50"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","45"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","45"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","","-10"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","75"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","35"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","-10"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","20"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","-12"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","65"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","60"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","72"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","50"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","","-12"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","70"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","0"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","50"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","75"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","60"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","45"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","70"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","72"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","70"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","","60"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel","20"
"a38cf15e-6a1d-42e8-bee7-0eeb456c700b","travel",""
"4d510edc-7c08-4524-a14d-f36f3b710020","",""
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","70"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","0"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","0"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","-12"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","72"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","30"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","20"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","0"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","20"
"4d510edc-7c08-4524-a14d-f36f3b710020","","70"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness","-12"
"4d510edc-7c08-4524-a14d-f36f3b710020","fitness",""
"4fd0ef9a-008d-4b61-9a78-4b0257281140","",""
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","20"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","-5"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","-10"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","65"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","20"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","72"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","72"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","60"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","72"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","","30"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","65"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","65"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","70"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","45"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","-10"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","75"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","65"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","20"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","-15"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","","70"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","60"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","-12"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","45"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","60"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology","65"
"4fd0ef9a-008d-4b61-9a78-4b0257281140","technology",""
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","",""
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","0"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","20"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","50"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","20"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","75"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","70"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","72"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","","70"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-10"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-10"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","0"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-15"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-5"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","20"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","70"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-5"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","0"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","60"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","0"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","72"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","-12"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","75"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","72"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology","75"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","","35"
"6796d3e9-ee98-47cb-b057-90cfaf6ebcbb","technology",""
"76898916-4024-4c32-909b-dd240879d76a","",""
"76898916-4024-4c32-909b-dd240879d76a","Animals","-15"
"76898916-4024-4c32-909b-dd240879d76a","Animals","75"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-5"
"76898916-4024-4c32-909b-dd240879d76a","Animals","75"
"76898916-4024-4c32-909b-dd240879d76a","Animals","60"
"76898916-4024-4c32-909b-dd240879d76a","Animals","35"
"76898916-4024-4c32-909b-dd240879d76a","Animals","30"
"76898916-4024-4c32-909b-dd240879d76a","Animals","45"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-5"
"76898916-4024-4c32-909b-dd240879d76a","","30"
"76898916-4024-4c32-909b-dd240879d76a","Animals","50"
"76898916-4024-4c32-909b-dd240879d76a","Animals","72"
"76898916-4024-4c32-909b-dd240879d76a","Animals","75"
"76898916-4024-4c32-909b-dd240879d76a","Animals","65"
"76898916-4024-4c32-909b-dd240879d76a","Animals","65"
"76898916-4024-4c32-909b-dd240879d76a","Animals","30"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-5"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-12"
"76898916-4024-4c32-909b-dd240879d76a","Animals","75"
"76898916-4024-4c32-909b-dd240879d76a","","75"
"76898916-4024-4c32-909b-dd240879d76a","Animals","50"
"76898916-4024-4c32-909b-dd240879d76a","Animals","35"
"76898916-4024-4c32-909b-dd240879d76a","Animals","70"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-10"
"76898916-4024-4c32-909b-dd240879d76a","Animals","45"
"76898916-4024-4c32-909b-dd240879d76a","Animals","72"
"76898916-4024-4c32-909b-dd240879d76a","Animals","35"
"76898916-4024-4c32-909b-dd240879d76a","Animals","-15"
"76898916-4024-4c32-909b-dd240879d76a","Animals","0"
"76898916-4024-4c32-909b-dd240879d76a","",""
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","",""
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","45"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-15"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","60"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-5"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","45"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-15"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","30"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-5"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","35"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","","75"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","50"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","60"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","70"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-15"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-12"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","60"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","70"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","35"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","dogs","-10"
"8204e4bd-c544-4a18-ac0d-6f5289957cdf","",""
"301cfd14-3e4f-4058-b253-c591ef150888","",""
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","30"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","65"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","20"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","20"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","65"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","30"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","-10"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","70"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism","50"
"301cfd14-3e4f-4058-b253-c591ef150888","","-5"
"301cfd14-3e4f-4058-b253-c591ef150888","veganism",""
"56a3156c-41e0-4b35-8e6d-947961b3af5b","",""
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","20"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","50"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","45"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","65"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","60"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","0"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","60"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","60"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","-12"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","","-10"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","30"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","70"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","75"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","45"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","50"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","45"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","65"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness","75"
"56a3156c-41e0-4b35-8e6d-947961b3af5b","fitness",""
"fd060448-7b3e-4626-b3ca-44bfe764e26f","",""
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","0"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-12"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-15"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-10"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","72"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","65"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","","65"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","75"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-10"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-10"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-15"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-10"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","75"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","72"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","45"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","50"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","35"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","20"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-5"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","70"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-10"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","75"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","72"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","-15"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","65"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking","20"
"fd060448-7b3e-4626-b3ca-44bfe764e26f","cooking",""
"60223ac7-2fa4-4bba-8156-1d90b367e21a","",""
"60223ac7-2fa4-4bba-8156-1d90b367e21a","public speaking","70"
"60223ac7-2fa4-4bba-8156-1d90b367e21a","public speaking",""
"74c85e37-5017-462e-bee2-2769db7a17c1","",""
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","50"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","70"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","60"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","65"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","60"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","70"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","75"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","70"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","-12"
"74c85e37-5017-462e-bee2-2769db7a17c1","","35"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","75"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","45"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","65"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","60"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","72"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","65"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","-15"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","35"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","35"
"74c85e37-5017-462e-bee2-2769db7a17c1","","45"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","45"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","70"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","70"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating","-12"
"74c85e37-5017-462e-bee2-2769db7a17c1","healthy eating",""
"b400ea0c-43f0-4307-a3b2-78e5784d69be","",""
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","20"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","75"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","45"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","20"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","60"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness","60"
"b400ea0c-43f0-4307-a3b2-78e5784d69be","fitness",""
"79f1b9b4-b21b-4abd-802a-811540cbc845","",""
"79f1b9b4-b21b-4abd-802a-811540cbc845","travel","70"
"79f1b9b4-b21b-4abd-802a-811540cbc845","travel","45"
"79f1b9b4-b21b-4abd-802a-811540cbc845","travel","75"
"79f1b9b4-b21b-4abd-802a-811540cbc845","travel","0"
"79f1b9b4-b21b-4abd-802a-811540cbc845","travel",""
"af373863-f9df-4330-b423-d2b802b30d6e","",""
"af373863-f9df-4330-b423-d2b802b30d6e","food","-10"
"af373863-f9df-4330-b423-d2b802b30d6e","food","70"
"af373863-f9df-4330-b423-d2b802b30d6e","food","0"
"af373863-f9df-4330-b423-d2b802b30d6e","food","35"
"af373863-f9df-4330-b423-d2b802b30d6e","food","70"
"af373863-f9df-4330-b423-d2b802b30d6e","food","72"
"af373863-f9df-4330-b423-d2b802b30d6e","food","60"
"af373863-f9df-4330-b423-d2b802b30d6e","food","-10"
"af373863-f9df-4330-b423-d2b802b30d6e","food","0"
"af373863-f9df-4330-b423-d2b802b30d6e","","45"
"af373863-f9df-4330-b423-d2b802b30d6e","food","72"
"af373863-f9df-4330-b423-d2b802b30d6e","food","-5"
"af373863-f9df-4330-b423-d2b802b30d6e","food","-10"
"af373863-f9df-4330-b423-d2b802b30d6e","food","75"
"af373863-f9df-4330-b423-d2b802b30d6e","food","70"
"af373863-f9df-4330-b423-d2b802b30d6e","food","-5"
"af373863-f9df-4330-b423-d2b802b30d6e","food","60"
"af373863-f9df-4330-b423-d2b802b30d6e","food","-15"
"af373863-f9df-4330-b423-d2b802b30d6e","food","60"
"af373863-f9df-4330-b423-d2b802b30d6e","","-12"
"af373863-f9df-4330-b423-d2b802b30d6e","food","70"
"af373863-f9df-4330-b423-d2b802b30d6e","food","30"
"af373863-f9df-4330-b423-d2b802b30d6e","food","20"
